project_id,project_name,slug,project_path,tier,resolved_status,target_journal,portfolio_priority,ops_readiness_score,citation_readiness_score,workflow_readiness_score,recommended_license,source_paper_signal,source_protocol_signal,existing_pages_url,deposit_state,rewrite_workbook_source,rewrite_present,rewrite_valid,rewrite_word_count,rewrite_sentence_count,rewrite_matches_current,rewrite_status,publish_now,e156_body_status,protocol_status,dashboard_status,code_release_status,mit_license_status,github_status,pages_status,pdf_status,synthesis_status,source_article_path,github_repo_url,github_pages_url,paper_pdf_path,synthesis_article_url,notes,last_updated
ext-projects-esc-acs-living-meta,esc-acs-living-meta,projects-esc-acs-living-meta,C:\Projects\esc-acs-living-meta,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,missing,missing,pending,not-configured,C:\Projects\esc-acs-living-meta\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
ext-html-apps-evidence-board,evidence-board,html-apps-evidence-board,C:\HTML apps\evidence-board,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\HTML apps\evidence-board\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-evidence-inference,evidence-inference,projects-evidence-inference,C:\Projects\evidence-inference,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,ready,ready,ready,ready,ready,published,missing,pending,not-configured,C:\Projects\evidence-inference\e156-submission\paper.json,evidence-inference,,,,Workbook-only project discovered from the C drive scan.,
ext-users-user-evidencebridgefhir,EvidenceBridgeFHIR,users-user-evidencebridgefhir,C:\Users\user\EvidenceBridgeFHIR,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Users\user\EvidenceBridgeFHIR\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
ext-users-user-evidencecrate,EvidenceCrate,users-user-evidencecrate,C:\Users\user\EvidenceCrate,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Users\user\EvidenceCrate\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
ext-models-evidencehalflife,EvidenceHalfLife,models-evidencehalflife,C:\Models\EvidenceHalfLife,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,planned,published,missing,pending,not-configured,C:\Models\EvidenceHalfLife\e156-submission\paper.json,evidencehalflife,,,,Workbook-only project discovered from the C drive scan.,
ext-models-evidencetribunal,EvidenceTribunal,models-evidencetribunal,C:\Models\EvidenceTribunal,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Models\EvidenceTribunal\e156-submission\paper.json,evidence-tribunal,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-experimental-meta-analysis,experimental-meta-analysis,projects-experimental-meta-analysis,C:\Projects\experimental-meta-analysis,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-users-user-fairportfolio,FAIRPortfolio,users-user-fairportfolio,C:\Users\user\FAIRPortfolio,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Users\user\FAIRPortfolio\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-finalpaper,finalpaper,projects-finalpaper,C:\Projects\finalpaper,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
21,Finrenone RapidMeta,finrenone-rapidmeta-21,C:\Projects\Finrenone\,Tier 3,Archived,,medium,82,85,85,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/finrenone-rapidmeta-21.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
ext-html-apps-focus-studio,focus-studio,html-apps-focus-studio,C:\HTML apps\focus-studio,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\HTML apps\focus-studio\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
2,Fragility Atlas,fragility-atlas-2,C:\FragilityAtlas\,Tier 1,Needs triage,BMJ,medium,81,85,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/fragility-atlas-2.html,awaiting-authorship,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,planned,missing,draft,not-needed,not-configured,,,,,,,
ext-e156-releases-fragility-atlas,fragility-atlas,e156-releases-fragility-atlas,C:\E156\releases\fragility-atlas,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\E156\releases\fragility-atlas\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
ext-models-fragilityindex,FragilityIndex,models-fragilityindex,C:\Models\FragilityIndex,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Models\FragilityIndex\e156-submission\paper.json,fragilityindex,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-hfn786,HFN786,projects-hfn786,C:\Projects\HFN786,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-hfpef-registry-calibration,hfpef_registry_calibration,projects-hfpef-registry-calibration,C:\Projects\hfpef_registry_calibration,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-hfpef-registry-synth,hfpef_registry_synth,projects-hfpef-registry-synth,C:\Projects\hfpef_registry_synth,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,ready,ready,ready,ready,ready,missing,missing,pending,not-configured,C:\Projects\hfpef_registry_synth\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
53,HTA Oman,hta-oman-53,C:\Projects\HTA-oman\,Tier 7,Paused,,medium,76,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/hta-oman-53.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
52,HTA Unified Intel,hta-unified-intel-52,C:\Models\HTA_Unified_Intelligence_System\,Tier 7,Paused,,medium,82,95,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/hta-unified-intel-52.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,planned,missing,draft,not-needed,not-configured,,,,,,,
ext-projects-html-misc,HTML-Misc,projects-html-misc,C:\Projects\HTML-Misc,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-html-apps-hub,hub,html-apps-hub,C:\HTML apps\hub,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-idea12,idea12,projects-idea12,C:\Projects\idea12,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Projects\idea12\e156-submission\paper.json,idea12,,,,Workbook-only project discovered from the C drive scan.,
ext-models-indirectcomparison,IndirectComparison,models-indirectcomparison,C:\Models\IndirectComparison,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Models\IndirectComparison\e156-submission\paper.json,indirectcomparison,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ipd-meta-pro-link,ipd-meta-pro-link,projects-ipd-meta-pro-link,C:\Projects\ipd-meta-pro-link,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,ready,ready,ready,ready,published,missing,pending,not-configured,C:\Projects\ipd-meta-pro-link\e156-submission\paper.json,ipd-meta-pro,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-ipd-qma-project,ipd_qma_project,projects-ipd-qma-project,C:\Projects\ipd_qma_project,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-html-apps-kanban-lab,kanban-lab,html-apps-kanban-lab,C:\HTML apps\kanban-lab,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\HTML apps\kanban-lab\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
ext-models-kmdigitizer,KMDigitizer,models-kmdigitizer,C:\Models\KMDigitizer,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Models\KMDigitizer\e156-submission\paper.json,kmdigitizer,,,,Workbook-only project discovered from the C drive scan.,
ext-kmextract,KMextract,kmextract,C:\KMextract,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-lec-phase0-bundle,lec_phase0_bundle,projects-lec-phase0-bundle,C:\Projects\lec_phase0_bundle,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-lec-phase0-project,lec_phase0_project,projects-lec-phase0-project,C:\Projects\lec_phase0_project,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
37a,LFA (cbamm),lfa-cbamm-37a,C:\Projects\LFA\,Tier 4,Shipped,,medium,82,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/lfa-cbamm-37a.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,missing,missing,draft,not-needed,not-configured,,,,,,,
ext-projects-lfahfn,LFAHFN,projects-lfahfn,C:\Projects\LFAHFN,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
73f,Living MA Engine,living-ma-engine-73f,C:\Projects\living-meta-engine\,Tier 10,Active,,medium,73,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/living-ma-engine-73f.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,missing,draft,draft,ready,missing,missing,draft,pending,not-configured,,,,,,,
ext-living-metas,Living metas,living-metas,C:\Living metas,Workbook-only,External E156 repo,E156,medium,40,40,40,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,ready,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-llm-meta-analysis,llm-meta-analysis,projects-llm-meta-analysis,C:\Projects\llm-meta-analysis,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Projects\llm-meta-analysis\e156-submission\paper.json,llm-meta-analysis,,,,Workbook-only project discovered from the C drive scan.,
106::ma-power-106,MA Power,ma-power-106,C:\Models\MAPowerCalc\,Tier 10,Active,,medium,82,95,95,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/ma-power-106.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
110,MA Workbench,ma-workbench-110,C:\Models\MAWorkbench\,Tier 10,Shipped,,medium,75,95,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/ma-workbench-110.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,ready,planned,missing,draft,not-needed,not-configured,,,,,,,
ext-projects-mafi,MAFI,projects-mafi,C:\Projects\MAFI,Workbook-only,External E156 repo,E156,medium,20,40,40,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,ready,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-mafi-continuation,MAFI-Continuation,projects-mafi-continuation,C:\Projects\MAFI-Continuation,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-maxent-reconstructor,maxent-reconstructor,projects-maxent-reconstructor,C:\Projects\maxent-reconstructor,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Projects\maxent-reconstructor\e156-submission\paper.json,maxent-reconstructor,,,,Workbook-only project discovered from the C drive scan.,
ext-models-mcidmapper,MCIDMapper,models-mcidmapper,C:\Models\MCIDMapper,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Models\MCIDMapper\e156-submission\paper.json,mcidmapper,,,,Workbook-only project discovered from the C drive scan.,
ext-models-mes,MES,models-mes,C:\Models\MES,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,ready,ready,ready,ready,ready,published,missing,pending,not-configured,C:\Models\MES\e156-submission\paper.json,mes,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-meta-epidemiology-bias-correction,meta-epidemiology-bias-correction,projects-meta-epidemiology-bias-correction,C:\Projects\meta-epidemiology-bias-correction,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,ready,ready,ready,ready,ready,published,missing,pending,not-configured,C:\Projects\meta-epidemiology-bias-correction\e156-submission\paper.json,meta-epidemiology-bias-correction,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-meta-frontier-bibliography,meta-frontier-bibliography,projects-meta-frontier-bibliography,C:\Projects\meta-frontier-bibliography,Workbook-only,External E156 repo,E156,medium,40,40,40,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,ready,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-meta-frontier-readiness-atlas,meta-frontier-readiness-atlas,projects-meta-frontier-readiness-atlas,C:\Projects\meta-frontier-readiness-atlas,Workbook-only,External E156 repo,E156,medium,40,40,40,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,ready,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
113,Meta-Regression,meta-regression-113,C:\Models\MetaRegression\,Tier 10,Active,,medium,77,95,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/meta-regression-113.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,139,7,no,rewritten,yes,ready,draft,draft,ready,planned,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-models-metaentropy,MetaEntropy,models-metaentropy,C:\Models\MetaEntropy,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Models\MetaEntropy\e156-submission\paper.json,meta-entropy,,,,Workbook-only project discovered from the C drive scan.,
65,MetaExtract,metaextract-65,C:\Projects\MetaExtract\,Tier 10,Review,,medium,69,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metaextract-65.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,missing,draft,draft,ready,missing,missing,draft,pending,not-configured,,,,,,,
ext-metafolio,MetaFolio,metafolio,C:\MetaFolio,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\MetaFolio\e156-submission\paper.json,metafolio,,,,Workbook-only project discovered from the C drive scan.,
ext-projects-metafusion-lab,MetaFusion-Lab,projects-metafusion-lab,C:\Projects\MetaFusion-Lab,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Projects\MetaFusion-Lab\e156-submission\paper.json,metafusion-lab,,,,Workbook-only project discovered from the C drive scan.,
ext-models-metagenome,MetaGenome,models-metagenome,C:\Models\MetaGenome,Workbook-only,External E156 repo,E156,medium,100,55,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,ready,ready,ready,ready,planned,published,missing,not-needed,not-configured,C:\Models\MetaGenome\e156-submission\paper.json,meta-genome,,,,Workbook-only project discovered from the C drive scan.,
79::metaguard-79,MetaGuard,metaguard-79,C:\Models\MetaGuard\,Tier 10,Active,,medium,77,95,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metaguard-79.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,draft,draft,missing,missing,missing,draft,not-needed,not-configured,,,,,,,
ext-projects-metanew,Metanew,projects-metanew,C:\Projects\Metanew,Workbook-only,External E156 repo,E156,medium,100,55,100,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,ready,ready,ready,ready,ready,published,missing,pending,not-configured,C:\Projects\Metanew\e156-submission\paper.json,Metanew,,,,Workbook-only project discovered from the C drive scan.,
37c,metaoverfit-paper,metaoverfit-paper-37c,C:\Projects\metaoverfit-paper\,Tier 4,Paused,,medium,80,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metaoverfit-paper-37c.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,152,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-e156-releases-metarep,metarep,e156-releases-metarep,C:\E156\releases\metarep,Workbook-only,External E156 repo,E156,medium,100,75,80,MIT,yes,yes,,Not indexed,C:\E156\rewrite-workbook.txt,yes,no,150,8,no,rewriting,yes,ready,ready,ready,ready,planned,missing,missing,not-needed,not-configured,C:\E156\releases\metarep\e156-submission\paper.json,,,,,Workbook-only project discovered from the C drive scan.,
108a,MetaShift,metashift-108a,C:\MetaShift\,Tier 10,Active,,medium,73,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metashift-108a.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,145,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
20,MetaSprint Cardio Universe,metasprint-cardio-universe-20,C:\Projects\metasprint-cardio-universe\,Tier 3,Active,,medium,82,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metasprint-cardio-universe-20.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,132,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
19,MetaSprint Dose-Response,metasprint-dose-response-19,C:\Projects\metasprint-dose-response\,Tier 3,Shipped,,medium,82,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metasprint-dose-response-19.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,134,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
18,MetaSprint NMA,metasprint-nma-18,C:\Projects\metasprintnma\,Tier 3,Shipped,,medium,82,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metasprint-nma-18.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,148,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
33,metaverse-robust-MA,metaverse-robust-ma-33,C:\Projects\metaverse-robust-MA\,Tier 4,Shipped,,medium,82,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/metaverse-robust-ma-33.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,156,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
73,minireview,minireview-73,C:\Projects\minireview\,Tier 10,Review,,medium,43,75,70,CC-BY-4.0,yes,no,https://mahmood726-cyber.github.io/portfolio-catalog/projects/minireview-73.html,awaiting-release,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,yes,missing,missing,draft,missing,missing,missing,draft,pending,not-configured,,,,,,,
34,MLMResearch,mlmresearch-34,C:\Projects\MLMResearch\,Tier 4,Shipped,,medium,82,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/mlmresearch-34.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,152,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-projects-nma,NMA,projects-nma,C:\Projects\NMA,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
14,Pairwise AI,pairwise-ai-14,C:\HTML apps\Pairwiseai\,Tier 2,Archived,,medium,80,85,85,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/pairwise-ai-14.html,awaiting-release,C:\E156\rewrite-workbook.txt,yes,yes,140,7,no,rewritten,yes,ready,draft,draft,ready,planned,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
ext-projects-pairwise-humble,Pairwise humble,projects-pairwise-humble,C:\Projects\Pairwise humble,Workbook-only,External E156 repo,E156,medium,20,40,20,MIT,no,no,,Not indexed,C:\E156\rewrite-workbook.txt,no,no,,,no,not-started,no,missing,missing,missing,draft,planned,missing,missing,not-needed,not-configured,,,,,,Workbook-only project discovered from the C drive scan.,
42,Pairwise70,pairwise70-42,C:\Models\Pairwise70\,Tier 6,Review,,medium,71,95,90,MIT,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/pairwise70-42.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,148,7,no,rewritten,yes,ready,draft,draft,ready,planned,missing,draft,pending,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
35,Paper1 (cbamm),paper1-cbamm-35,C:\Projects\Paper1\,Tier 4,Paused,,medium,80,95,90,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/paper1-cbamm-35.html,institutional-draft-ready,C:\E156\rewrite-workbook.txt,yes,yes,151,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
36,Paper2,paper2-36,C:\Projects\Paper2.111025\,Tier 4,Paused,,medium,70,85,80,CC-BY-4.0,yes,yes,https://mahmood726-cyber.github.io/portfolio-catalog/projects/paper2-36.html,awaiting-release,C:\E156\rewrite-workbook.txt,yes,yes,150,7,no,rewritten,yes,ready,draft,draft,ready,missing,missing,draft,not-needed,not-configured,C:\E156\rewrite-workbook.txt,,,,,,
